loan_amnt,funded_amnt,funded_amnt_inv,term (months),int_rate (%),installment,grade,sub_grade,emp_length (year),home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,revol_bal,revol_util (%),total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,funded_ratio,credit_history_age,payment_ratio
21000,21000,20662.84551,36.0,10.25,680.08,B,B2,4,MORTGAGE,105000.0,Verified,2010-05-01,Fully Paid,credit_card,11.29,0,1991-11-01,0,7,5577,19.6,21,24173.98717,23759.85,21000.0,3173.99,7244.73,1.0,18.50958904109589,0.03238476190476191
12000,12000,11500.0,36.0,13.11,404.94,C,C2,5,RENT,33504.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,20.02,0,2000-06-01,0,2,18815,87.1,13,13069.03329,12524.49,12000.0,1069.03,9835.41,1.0,9.838356164383562,0.033745
3000,3000,3000.0,36.0,10.62,97.68,B,B3,0,RENT,45000.0,Not Verified,2010-04-01,Fully Paid,other,2.48,0,1995-02-01,0,2,0,0.0,9,3516.813317,3516.81,3000.0,516.81,105.09,1.0,15.172602739726027,0.032560000000000006
6500,6500,6500.0,36.0,7.51,202.22,A,A4,6,MORTGAGE,92052.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,16.57,0,1992-08-01,1,7,0,8.49,52,7223.923551,7223.92,6500.0,723.92,1978.86,1.0,17.676712328767124,0.03111076923076923
24000,24000,23702.51846,36.0,10.99,785.65,B,B4,2,MORTGAGE,65000.0,Verified,2010-05-01,Fully Paid,debt_consolidation,11.1,0,1992-11-01,0,6,13572,65.6,28,27876.48062,27508.03,24000.0,3876.48,5792.21,1.0,17.506849315068493,0.03273541666666666
7000,7000,7000.0,36.0,7.51,217.77,A,A4,3,RENT,28800.0,Source Verified,2010-05-01,Fully Paid,debt_consolidation,15.58,0,1998-08-01,0,5,5375,41.3,11,7839.738577,7839.74,7000.0,839.74,236.1,1.0,11.756164383561643,0.031110000000000002
2000,2000,2000.0,36.0,11.36,65.83,B,B5,4,RENT,132444.0,Verified,2010-04-01,Fully Paid,educational,8.89,2,1994-05-01,2,7,1797,14.3,23,2134.352812,2134.35,2000.0,134.35,643.66,1.0,15.92876712328767,0.032915
9800,9800,9800.0,36.0,12.73,328.95,C,C1,4,MORTGAGE,93000.0,Verified,2010-04-01,Fully Paid,debt_consolidation,1.78,1,1997-08-01,1,9,65133,43.3,37,11839.61833,11839.62,9800.0,2039.62,690.81,1.0,12.673972602739726,0.03356632653061224
7000,7000,7000.0,36.0,14.22,239.99,C,C5,0,RENT,36120.0,Verified,2010-04-01,Fully Paid,medical,7.04,0,1999-06-01,2,5,3047,35.4,9,8278.867579,8278.87,7000.0,1278.87,3729.46,1.0,10.841095890410958,0.03428428571428572
4000,4000,4000.0,36.0,13.48,135.7,C,C3,2,RENT,28800.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,8.46,0,2006-10-01,0,6,1794,59.8,6,4885.260387,4885.26,4000.0,885.26,152.51,1.0,3.5013698630136987,0.033925
24250,24250,24006.3496,36.0,15.7,849.02,D,D4,9,RENT,83004.0,Not Verified,2010-05-01,Fully Paid,debt_consolidation,11.84,0,2002-01-01,1,7,6873,85.9,14,30565.41913,30222.4,24250.0,6315.42,901.2,1.0,8.334246575342465,0.035011134020618555
9500,9500,9400.0,36.0,10.62,309.32,B,B3,9,RENT,38604.0,Not Verified,2010-04-01,Fully Paid,credit_card,16.75,0,1996-12-01,0,3,9235,67.4,7,11136.46676,11019.24,9500.0,1636.47,330.25,1.0,13.33972602739726,0.03256
5000,5000,4900.0,36.0,10.25,161.93,B,B2,7,RENT,112000.0,Not Verified,2010-04-01,Fully Paid,wedding,18.33,0,1991-10-01,2,20,43947,64.2,49,5829.577753,5712.99,5000.0,829.58,185.94,1.0,18.512328767123286,0.032386
5000,5000,5000.0,36.0,12.73,167.84,C,C1,10,RENT,51000.0,Not Verified,2010-04-01,Charged Off,major_purchase,1.53,1,1999-06-01,0,7,1066,39.5,12,3914.58,3914.58,2910.77,931.25,161.66,1.0,10.841095890410958,0.033568
15000,15000,13954.9,36.0,12.73,503.5,C,C1,1,MORTGAGE,85000.0,Verified,2010-04-01,Fully Paid,other,13.02,0,2002-05-01,2,9,37765,80.0,20,17521.35464,16041.06,15000.0,2521.35,7466.19,1.0,7.923287671232877,0.03356666666666667
14000,14000,13875.0,36.0,7.88,437.93,A,A5,4,MORTGAGE,81996.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,4.32,0,1995-12-01,0,6,13273,50.3,16,15686.19693,15546.14,14000.0,1686.2,3440.51,1.0,14.342465753424657,0.03128071428571429
15000,15000,14608.70979,36.0,15.33,522.43,D,D3,4,RENT,84000.0,Verified,2010-04-01,Fully Paid,other,6.67,0,2001-02-01,2,14,2397,14.5,27,18316.63361,17733.33,15000.0,3316.63,6308.77,1.0,9.167123287671233,0.03482866666666666
4000,4000,4000.0,36.0,14.96,138.59,D,D2,10,RENT,31200.0,Not Verified,2010-04-01,Fully Paid,moving,13.42,0,1993-07-01,1,4,11147,91.4,25,4989.293314,4989.29,4000.0,989.29,149.91,1.0,16.76164383561644,0.0346475
17000,17000,16000.0,36.0,7.88,531.77,A,A5,5,MORTGAGE,138000.0,Verified,2010-05-01,Fully Paid,home_improvement,5.97,0,1999-04-01,1,9,4307,26.4,34,18376.14518,17295.19,17000.0,1376.15,20.58,1.0,11.09041095890411,0.031280588235294116
6000,6000,6000.0,36.0,7.51,186.66,A,A4,1,RENT,36000.0,Source Verified,2010-04-01,Fully Paid,major_purchase,20.97,0,2004-11-01,0,5,1243,28.2,9,6719.831854,6719.83,6000.0,719.83,208.51,1.0,5.416438356164384,0.03111
3000,3000,3000.0,36.0,13.48,101.78,C,C3,0,RENT,25000.0,Source Verified,2010-04-01,Fully Paid,credit_card,22.94,0,2003-08-01,0,7,5545,95.6,11,3640.449725,3640.45,3000.0,640.45,702.34,1.0,6.671232876712328,0.03392666666666667
15000,15000,14877.51,36.0,16.45,530.67,E,E1,10,RENT,38000.0,Verified,2010-04-01,Fully Paid,debt_consolidation,7.71,0,1996-02-01,1,11,8608,72.9,32,19104.88709,18913.02,15000.0,4104.89,562.34,1.0,14.172602739726027,0.035378
5500,5500,5500.0,36.0,13.11,185.6,C,C2,4,RENT,15192.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,11.77,0,2003-07-01,2,7,2593,86.4,14,5732.459855,5732.46,5500.0,232.46,5177.36,1.0,6.756164383561644,0.033745454545454544
5600,5600,5100.0,36.0,6.76,172.31,A,A2,10,MORTGAGE,35375.0,Not Verified,2010-05-01,Fully Paid,debt_consolidation,4.07,0,1994-12-01,0,11,4173,12.5,27,6168.816625,5618.03,5600.0,568.82,1535.6,1.0,15.424657534246576,0.030769642857142857
16000,16000,15801.69414,36.0,13.11,539.92,C,C2,10,RENT,108996.0,Verified,2010-05-01,Fully Paid,other,12.63,0,1992-03-01,0,10,12224,42.6,16,19437.97231,19168.05,16000.0,3437.97,570.77,1.0,18.17808219178082,0.033745
8800,8800,8800.0,36.0,7.51,273.77,A,A4,5,MORTGAGE,57996.0,Not Verified,2010-04-01,Fully Paid,other,20.73,0,1996-04-01,4,6,306,18.0,39,9200.300072,9200.3,8800.0,400.3,2320.78,1.0,14.008219178082191,0.031110227272727272
10000,10000,10000.0,36.0,13.11,337.45,C,C2,2,MORTGAGE,83400.0,Verified,2010-04-01,Fully Paid,credit_card,20.99,0,1993-07-01,2,10,70305,77.3,45,12144.85153,12144.85,10000.0,2144.85,690.07,1.0,16.76164383561644,0.033745
14500,14500,14475.0,36.0,13.85,494.51,C,C4,10,MORTGAGE,153000.0,Not Verified,2010-04-01,Fully Paid,credit_card,9.11,0,1990-08-01,0,17,41232,77.1,49,14667.81,14642.52,14500.0,167.81,14669.2,1.0,19.67945205479452,0.034104137931034485
16200,16200,16097.61366,36.0,10.25,524.64,B,B2,2,RENT,42000.0,Not Verified,2010-05-01,Fully Paid,credit_card,17.43,0,1998-10-01,2,11,10768,60.8,30,18866.00318,18746.35,16200.0,2666.0,2118.92,1.0,11.58904109589041,0.032385185185185184
20000,20000,19500.0,36.0,9.88,644.21,B,B1,0,RENT,55000.0,Not Verified,2010-05-01,Fully Paid,major_purchase,3.34,0,1995-08-01,2,15,4134,8.2,36,23193.05594,22613.23,19999.99,3193.07,680.7,1.0,14.758904109589041,0.0322105
2000,2000,2000.0,36.0,14.22,68.57,C,C5,3,RENT,19176.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,2.19,0,2006-09-01,0,3,1230,55.9,4,2468.635748,2468.64,2000.0,468.64,77.99,1.0,3.5835616438356164,0.034284999999999996
2100,2100,2100.0,36.0,10.62,68.38,B,B3,2,RENT,31632.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,1.33,1,1991-03-01,2,6,124,1.8,25,2417.123933,2417.12,2100.0,317.12,345.2,1.0,19.0986301369863,0.03256190476190476
5000,5000,5000.0,36.0,15.33,174.15,D,D3,3,RENT,94000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,3.83,0,1994-06-01,0,2,4820,96.4,14,6294.875422,6294.88,5000.0,1264.88,518.26,1.0,15.843835616438357,0.03483
3200,3200,2700.0,36.0,6.39,97.93,A,A1,10,MORTGAGE,72000.0,Not Verified,2010-04-01,Fully Paid,major_purchase,19.33,0,1995-07-01,1,14,14111,17.7,37,3448.007966,2909.26,3200.0,248.01,1687.27,1.0,14.761643835616438,0.030603125000000002
15000,15000,14297.20175,36.0,10.62,488.4,B,B3,10,MORTGAGE,75996.0,Not Verified,2010-05-01,Fully Paid,other,19.67,0,1996-05-01,0,9,2109,38.3,29,17583.72702,16737.12,15000.0,2583.73,518.61,1.0,14.008219178082191,0.03256
17000,17000,16451.71,36.0,10.25,550.55,B,B2,10,MORTGAGE,105000.0,Not Verified,2010-04-01,Fully Paid,home_improvement,6.53,0,1997-10-01,1,7,0,0.0,32,18706.99335,18092.03,17000.0,1706.99,31.65,1.0,12.506849315068493,0.032385294117647054
7600,7600,7600.0,36.0,14.59,261.94,D,D1,10,RENT,51000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,17.29,0,1994-01-01,0,9,10554,86.4,22,9427.08905,9427.09,7600.0,1827.09,532.45,1.0,16.257534246575343,0.034465789473684214
22000,22000,21425.0,36.0,10.62,716.32,B,B3,5,RENT,75000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,15.92,0,1997-10-01,1,12,22671,37.9,31,25312.54489,24650.96,22000.0,3312.54,8850.06,1.0,12.506849315068493,0.032560000000000006
7000,7000,6925.0,36.0,7.51,217.77,A,A4,2,RENT,37000.0,Source Verified,2010-04-01,Fully Paid,car,10.64,0,2002-10-01,0,7,10143,41.3,16,7128.41,7052.03,7000.0,128.41,6695.71,1.0,7.504109589041096,0.031110000000000002
20400,20400,20400.0,36.0,10.25,660.65,B,B2,2,RENT,80004.0,Verified,2010-05-01,Fully Paid,debt_consolidation,20.38,0,1996-12-01,0,12,16187,23.3,25,23784.49783,23784.5,20399.99,3384.5,738.0,1.0,13.421917808219177,0.032384803921568624
4800,4800,4300.0,36.0,7.14,148.51,A,A3,4,RENT,62000.0,Not Verified,2010-04-01,Fully Paid,home_improvement,0.92,0,1995-08-01,0,5,2346,5.7,21,5346.767309,4789.81,4800.0,546.77,160.21,1.0,14.676712328767124,0.030939583333333333
12000,12000,11975.0,36.0,12.73,402.8,C,C1,4,MORTGAGE,60000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,11.16,0,1999-08-01,1,8,15978,63.9,16,14501.67204,14471.46,12000.0,2501.67,451.94,1.0,10.673972602739726,0.03356666666666667
15000,15000,14975.0,36.0,13.48,508.87,C,C3,1,RENT,51000.0,Verified,2010-04-01,Fully Paid,debt_consolidation,16.19,1,2003-05-01,0,18,14412,70.0,32,17753.20946,17723.62,15000.0,2753.21,7091.44,1.0,6.923287671232877,0.033924666666666665
8400,8400,8225.0,36.0,7.51,261.32,A,A4,5,MORTGAGE,38000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,2.18,0,1984-11-01,0,18,8403,14.3,33,9354.399231,9159.52,8400.0,954.4,257.07,1.0,25.43013698630137,0.03110952380952381
15000,15000,14950.0,36.0,12.73,503.5,C,C1,2,RENT,76000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,15.19,0,2002-04-01,0,13,12666,47.3,28,17443.11193,17384.97,15000.0,2443.11,7901.34,1.0,8.005479452054795,0.03356666666666667
10000,10000,10000.0,36.0,12.73,335.67,C,C1,5,MORTGAGE,160000.0,Not Verified,2010-04-01,Fully Paid,small_business,5.63,0,2002-01-01,1,17,8138,56.6,28,11390.62514,11390.63,10000.0,1390.63,6373.34,1.0,8.252054794520548,0.033567
12000,12000,12000.0,36.0,16.82,426.74,E,E2,7,RENT,55555.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,12.29,0,2000-06-01,0,2,21652,98.4,4,15363.26379,15363.26,12000.0,3363.26,472.29,1.0,9.838356164383562,0.035561666666666665
18000,18000,17789.29419,36.0,10.99,589.24,B,B4,2,RENT,55344.0,Not Verified,2010-05-01,Fully Paid,debt_consolidation,18.15,0,1997-06-01,2,9,4245,57.4,16,21231.89416,20958.79,18000.0,3231.9,598.43,1.0,12.923287671232877,0.03273555555555556
4000,4000,4000.0,36.0,14.96,138.59,D,D2,1,RENT,36000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,4.1,0,2005-10-01,0,4,2201,88.0,4,4989.332359,4989.33,4000.0,989.33,151.75,1.0,4.501369863013698,0.0346475
15000,15000,14752.35095,36.0,13.48,508.87,C,C3,6,RENT,28896.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,6.73,0,1997-07-01,2,4,3566,44.0,19,18164.16467,17832.26,15000.0,3164.16,3942.85,1.0,12.758904109589041,0.033924666666666665
4400,4400,4400.0,36.0,7.88,137.64,A,A5,2,MORTGAGE,75996.0,Verified,2010-04-01,Fully Paid,other,15.95,0,1997-11-01,0,9,3341,27.4,39,4955.165954,4955.17,4400.0,555.17,145.24,1.0,12.421917808219177,0.03128181818181818
20000,20000,19577.35046,36.0,16.45,707.55,E,E1,10,MORTGAGE,75000.0,Verified,2010-04-01,Fully Paid,other,10.82,0,1998-02-01,3,9,6577,74.7,28,25472.88137,24867.15,20000.0,5472.88,741.09,1.0,12.169863013698631,0.0353775
4000,4000,3925.0,36.0,7.88,125.13,A,A5,2,RENT,41160.0,Verified,2010-04-01,Fully Paid,debt_consolidation,15.8,0,2004-09-01,1,11,3007,24.1,11,4504.66836,4420.21,4000.0,504.67,131.87,1.0,5.583561643835616,0.0312825
10750,10750,10725.0,36.0,13.11,362.76,C,C2,10,MORTGAGE,53000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,14.02,0,1985-12-01,0,6,11525,58.8,28,13001.34138,12971.11,10750.0,2251.34,2138.33,1.0,24.34794520547945,0.033745116279069766
7000,7000,7000.0,36.0,13.11,236.22,C,C2,10,MORTGAGE,50285.0,Not Verified,2010-04-01,Fully Paid,home_improvement,10.43,0,1998-12-01,1,5,6135,75.7,12,8212.371614,8212.37,7000.0,1212.37,3497.3,1.0,11.33972602739726,0.03374571428571429
10000,10000,10000.0,36.0,13.48,339.25,C,C3,3,RENT,64600.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,6.09,0,1995-11-01,0,9,8953,79.9,20,10916.59581,10916.6,10000.0,916.6,8210.32,1.0,14.424657534246576,0.033925
6000,6000,6000.0,36.0,6.76,184.62,A,A2,4,MORTGAGE,120000.0,Verified,2010-04-01,Fully Paid,moving,8.22,0,1998-02-01,0,10,1640,6.7,30,6617.561475,6617.56,6000.0,617.56,1458.24,1.0,12.169863013698631,0.030770000000000002
13000,13000,12950.0,36.0,13.48,441.02,C,C3,6,MORTGAGE,39996.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,10.59,0,1989-10-01,0,4,5040,65.5,10,15876.98258,15815.92,13000.0,2876.98,478.0,1.0,20.512328767123286,0.033924615384615386
6000,6000,6000.0,36.0,11.36,197.47,B,B5,2,RENT,46680.0,Not Verified,2010-04-01,Charged Off,medical,6.56,0,2003-10-01,0,9,4370,40.1,10,5802.04,5802.04,4658.83,1055.62,197.47,1.0,6.504109589041096,0.032911666666666665
12000,12000,12000.0,36.0,14.96,415.76,D,D2,4,RENT,235000.0,Not Verified,2010-04-01,Charged Off,educational,9.84,0,2000-01-01,0,4,47461,97.5,12,12608.32,12608.32,9582.66,2889.03,416.15,1.0,10.254794520547945,0.034646666666666666
7750,7750,7750.0,36.0,16.07,272.76,D,D5,1,MORTGAGE,60000.0,Not Verified,2010-04-01,Charged Off,debt_consolidation,21.14,0,1995-10-01,0,22,15604,38.3,36,2999.93,2999.93,1977.37,1006.93,272.76,1.0,14.509589041095891,0.03519483870967742
10000,10000,9707.441703,36.0,10.99,327.36,B,B4,9,MORTGAGE,68004.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,12.63,0,1987-02-01,0,14,9959,37.8,39,11876.10414,11563.1,10000.0,1876.1,782.91,1.0,23.17808219178082,0.032736
5000,5000,5000.0,36.0,9.88,161.06,B,B1,3,RENT,30000.0,Source Verified,2010-04-01,Fully Paid,credit_card,8.4,0,2003-05-01,0,8,491,7.9,9,5798.55591,5798.56,5000.0,798.56,177.24,1.0,6.923287671232877,0.032212
6000,6000,6000.0,36.0,10.25,194.31,B,B2,8,MORTGAGE,48500.0,Verified,2010-04-01,Fully Paid,credit_card,17.81,0,2005-03-01,0,4,1967,61.5,7,6197.641217,6197.64,6000.0,197.64,5619.19,1.0,5.087671232876712,0.032385
12250,12250,11740.28186,36.0,11.36,403.17,B,B5,2,MORTGAGE,31000.0,Not Verified,2010-04-01,Charged Off,debt_consolidation,19.86,0,2003-04-01,0,18,10161,59.4,43,6074.52,6025.64,4209.32,1865.2,403.97,1.0,7.005479452054795,0.03291183673469388
25000,25000,24400.0,36.0,10.25,809.62,B,B2,10,MORTGAGE,84000.0,Not Verified,2010-04-01,Fully Paid,credit_card,12.23,0,1990-11-01,0,11,39496,5.1,30,29146.61881,28447.1,25000.0,4146.62,856.34,1.0,19.427397260273974,0.0323848
12000,12000,11975.0,36.0,13.48,407.09,C,C3,7,MORTGAGE,120000.0,Source Verified,2010-04-01,Fully Paid,credit_card,16.17,1,1990-04-01,1,12,49789,96.6,29,12878.05862,12851.23,12000.0,878.06,14.86,1.0,20.013698630136986,0.033924166666666665
10000,10000,10000.0,36.0,10.62,325.6,B,B3,4,RENT,48000.0,Not Verified,2010-04-01,Fully Paid,major_purchase,15.63,0,2005-01-01,2,5,4129,56.6,7,11714.00557,11714.01,10000.0,1714.01,986.91,1.0,5.249315068493151,0.032560000000000006
25000,25000,24290.09816,36.0,12.73,839.16,C,C1,3,RENT,60000.0,Not Verified,2010-05-01,Fully Paid,wedding,20.64,0,1995-02-01,0,12,24736,71.9,29,29440.44081,28588.55,25000.0,4440.44,11022.14,1.0,15.254794520547945,0.033566399999999996
8000,8000,7950.0,36.0,11.36,263.29,B,B5,1,RENT,58000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,13.1,0,1999-06-01,0,3,2856,53.9,10,9427.321395,9368.4,8000.0,1427.32,1804.88,1.0,10.841095890410958,0.03291125
14000,14000,13400.0,36.0,9.88,450.95,B,B1,0,RENT,42000.0,Source Verified,2010-04-01,Fully Paid,debt_consolidation,15.0,0,1999-08-01,1,12,13502,18.9,20,16234.95786,15539.17,14000.0,2234.96,473.37,1.0,10.673972602739726,0.03221071428571429
9250,9250,9200.0,36.0,11.36,304.43,B,B5,10,MORTGAGE,84000.0,Source Verified,2010-04-01,Fully Paid,credit_card,16.07,0,1998-08-01,1,15,65451,64.2,32,10960.15068,10900.91,9250.0,1710.15,321.41,1.0,11.673972602739726,0.03291135135135135
3250,3250,3250.0,36.0,7.88,101.67,A,A5,2,RENT,10000.0,Not Verified,2010-04-01,Fully Paid,other,17.52,0,2004-04-01,3,4,438,9.7,5,3660.107433,3660.11,3250.0,410.11,107.45,1.0,6.002739726027397,0.03128307692307692
7000,7000,7000.0,36.0,9.88,225.48,B,B1,10,MORTGAGE,110000.0,Not Verified,2010-04-01,Fully Paid,home_improvement,12.99,0,1988-03-01,2,11,7452,27.6,62,8112.023334,8112.02,7000.0,1112.02,684.32,1.0,22.0986301369863,0.03221142857142857
5000,5000,5000.0,36.0,13.85,170.52,C,C4,4,RENT,22800.0,Source Verified,2010-04-01,Fully Paid,debt_consolidation,2.32,0,1996-10-01,0,3,795,19.9,16,5882.491327,5882.49,5000.0,882.49,26.76,1.0,13.506849315068493,0.034104
3200,3200,3200.0,36.0,9.88,103.08,B,B1,5,RENT,54000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,6.51,0,2006-06-01,0,7,3198,51.1,11,3413.98528,3413.99,3200.0,213.99,2592.23,1.0,3.835616438356164,0.0322125
7500,7500,7500.0,36.0,13.11,253.09,C,C2,3,RENT,31875.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,15.47,0,2000-01-01,0,8,9432,54.8,19,9111.57495,9111.57,7500.0,1611.57,269.44,1.0,10.254794520547945,0.033745333333333336
5400,5400,5400.0,36.0,7.88,168.92,A,A5,5,MORTGAGE,78000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,11.86,0,1998-12-01,0,13,23947,45.2,19,6057.928688,6057.93,5400.0,657.93,1167.95,1.0,11.33972602739726,0.03128148148148148
11000,11000,11000.0,36.0,15.33,383.12,D,D3,10,RENT,47000.0,Verified,2010-04-01,Fully Paid,debt_consolidation,24.95,1,1991-11-01,0,3,6067,96.3,11,12849.01618,12849.02,11000.0,1849.02,192.79,1.0,18.427397260273974,0.03482909090909091
5000,5000,5000.0,36.0,13.48,169.63,C,C3,6,MORTGAGE,48000.0,Verified,2010-04-01,Fully Paid,debt_consolidation,14.93,0,1998-06-01,3,16,16394,70.7,33,5057.17,5057.17,5000.0,57.17,5057.33,1.0,11.841095890410958,0.033926
8400,8400,8400.0,36.0,13.11,283.46,C,C2,9,MORTGAGE,49641.0,Not Verified,2010-04-01,Fully Paid,other,10.95,0,1997-11-01,1,10,8973,42.3,18,10205.0292,10205.03,8400.0,1805.03,304.93,1.0,12.421917808219177,0.03374523809523809
3600,3600,3100.0,36.0,12.73,120.84,C,C1,3,RENT,35004.0,Not Verified,2010-04-01,Fully Paid,major_purchase,6.65,0,2007-01-01,1,4,0,0.0,5,4337.826422,3735.35,3600.0,737.83,601.18,1.0,3.249315068493151,0.03356666666666667
10000,10000,10000.0,36.0,17.93,361.18,E,E5,3,RENT,45000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,7.71,0,1999-05-01,0,6,5446,99.0,18,12395.11501,12395.12,10000.0,2395.12,159.13,1.0,10.926027397260274,0.036118
14400,14400,14198.6092,36.0,11.36,473.92,B,B5,9,OWN,53000.0,Not Verified,2010-05-01,Fully Paid,debt_consolidation,20.99,0,1996-09-01,0,7,15576,75.6,28,16971.60741,16708.41,14400.0,2571.61,277.9,1.0,13.67123287671233,0.03291111111111111
5000,5000,5000.0,36.0,7.51,155.55,A,A4,5,MORTGAGE,80748.0,Not Verified,2010-04-01,Fully Paid,other,15.14,0,1999-04-01,0,13,16108,44.0,21,5599.852949,5599.85,5000.0,599.85,172.6,1.0,11.008219178082191,0.031110000000000002
25000,25000,25000.0,36.0,20.53,935.83,G,G2,7,MORTGAGE,165000.0,Verified,2010-04-01,Fully Paid,debt_consolidation,17.59,0,1991-05-01,1,24,32572,84.1,37,30711.3752,30711.38,25000.0,5711.38,16676.33,1.0,18.931506849315067,0.0374332
11000,11000,11000.0,36.0,16.07,387.14,D,D5,0,RENT,45000.0,Not Verified,2010-04-01,Fully Paid,credit_card,6.24,0,2001-11-01,0,2,6726,88.48,4,13937.02753,13937.03,11000.0,2937.03,429.22,1.0,8.419178082191781,0.03519454545454545
20000,20000,20000.0,36.0,15.33,696.57,D,D3,3,RENT,65004.0,Verified,2010-04-01,Fully Paid,debt_consolidation,23.46,0,2001-03-01,3,7,13147,99.6,37,20468.29328,20468.29,20000.0,468.29,482.82,1.0,9.09041095890411,0.034828500000000005
8700,8700,8700.0,36.0,7.88,272.14,A,A5,4,RENT,68000.0,Verified,2010-04-01,Fully Paid,credit_card,6.35,0,2002-01-01,1,5,8702,46.5,21,9102.211972,9102.21,8700.0,402.21,6327.32,1.0,8.252054794520548,0.03128045977011494
21000,21000,21000.0,36.0,16.45,742.93,E,E1,9,MORTGAGE,65600.0,Source Verified,2010-04-01,Charged Off,other,9.46,0,1999-09-01,1,4,7842,95.6,19,19736.86,19736.86,13900.55,5378.87,742.93,1.0,10.58904109589041,0.03537761904761905
5000,5000,5000.0,36.0,7.51,155.55,A,A4,2,MORTGAGE,55000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,7.37,0,2001-09-01,0,6,102,0.5,28,5439.998973,5440.0,5000.0,440.0,2800.9,1.0,8.586301369863014,0.031110000000000002
15000,15000,15000.0,36.0,10.62,488.4,B,B3,9,MORTGAGE,306000.0,Verified,2010-04-01,Fully Paid,home_improvement,0.46,1,1988-03-01,4,14,4068,8.5,27,17148.98811,17148.99,15000.0,2148.99,6903.59,1.0,22.0986301369863,0.03256
5500,5500,5500.0,36.0,7.14,170.17,A,A3,2,MORTGAGE,16094.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,16.25,0,1998-11-01,1,9,9332,23.8,32,6008.509329,6008.51,5500.0,508.51,2610.06,1.0,11.421917808219177,0.03094
4000,4000,4000.0,36.0,15.7,140.05,D,D4,2,OWN,15600.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,13.77,0,2006-12-01,0,4,5416,91.8,7,4861.917026,4861.92,4000.0,861.92,12.13,1.0,3.334246575342466,0.0350125
15000,15000,14450.0,36.0,7.88,469.21,A,A5,3,MORTGAGE,136625.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,2.66,0,1998-09-01,1,9,3123,8.7,17,15651.46352,15077.6,15000.0,651.46,3880.88,1.0,11.58904109589041,0.031280666666666665
12000,12000,12000.0,36.0,16.07,422.33,D,D5,0,RENT,45760.0,Verified,2010-05-01,Fully Paid,debt_consolidation,12.59,0,2004-11-01,3,6,7486,81.5,14,15181.58807,15181.59,12000.0,3181.59,2061.28,1.0,5.498630136986302,0.035194166666666665
25000,25000,24251.23809,36.0,16.07,879.85,D,D5,3,MORTGAGE,95004.0,Verified,2010-04-01,Fully Paid,debt_consolidation,15.78,0,1992-01-01,2,15,28636,67.5,32,31675.63429,30544.16,25000.0,6675.63,967.79,1.0,18.26027397260274,0.035194
1450,1450,1450.0,36.0,9.88,46.71,B,B1,10,MORTGAGE,35000.0,Not Verified,2010-04-01,Charged Off,small_business,7.54,0,1999-08-01,1,6,6614,83.7,24,1185.78,1185.78,687.92,156.22,46.71,1.0,10.673972602739726,0.032213793103448275
20000,20000,19635.50742,36.0,13.11,674.9,C,C2,7,MORTGAGE,125000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,11.65,0,1993-07-01,0,20,86790,48.6,32,23749.49154,23259.06,20000.0,3749.49,8250.88,1.0,16.76164383561644,0.033745
6600,6600,6550.0,36.0,10.99,216.06,B,B4,4,RENT,60000.0,Not Verified,2010-04-01,Fully Paid,debt_consolidation,16.08,0,2001-07-01,0,6,3771,53.1,13,7778.505573,7719.58,6600.0,1178.51,249.96,1.0,8.756164383561643,0.03273636363636364
